eid	origin	source	name	slot	rarity	groups	mechanic	status	also_seen_in	dupe_count
E0660	designdocs	DESIGN_REFERENCES.md §A7 India & South Asia	Mock the Booking	skill			Reduce the declared Booking goal once per tour.			0
E0661	designdocs	DESIGN_DOC.md §4 Stacking & Movement Rules	Modifier-driven grab/place legality	rule			Stacking legality is decided by a resolver pass: all cards' allow/deny effects are gathered into a whitelist and blacklist, with the blacklist winning over the whitelist.			0
E0662	designdocs	DESIGN_DOC.md §14.2 Stamps	Money on Trigger	stamp			Gain money whenever the card triggers.		braindump	2
E0663	designdocs	DESIGN_REFERENCES.md §B5 Clowning Across Cultures	Moonstruck (Pierrot)	skill			Buffs on alternating ('night') shows, pines (does nothing/less) otherwise.			0
E0664	designdocs	DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Mountebank tonics	consumable			Cheap buffs with a chance of doing nothing (being water).			0
E0665	designdocs	DESIGN_DOC.md §4 Stacking & Movement Rules	Movement-resistant cards	type			Cards that resist being moved once placed.			0
E0666	designdocs	DESIGN_RECOMMENDATIONS.md §8 Towns, Bosses & Hazards	Mud Show	boss			Picking up any stack costs 1 discard.			0
E0667	designdocs	DESIGN_DOC.md §14.1 Skills/Feats	Mystery Box	skill			On game start, becomes a random skill.			0
E0668	designdocs	DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	Named court card identities	unknown			Face cards have hidden historical identities discoverable through play; uncovering all 12 grants a meta reward.			0
E0669	designdocs	DESIGN_DOC.md §15 Map v3 (Biome tour)	Negative weather effects	boss			Weather events impose negative effects, framed as 'the show must go on.'			0
E0670	designdocs	DESIGN_DOC.md §11 Skill taxonomy	New scoring methods	unknown			Skill taxonomy category: cards that create new ways to score.			0
E0671	designdocs	DESIGN_REFERENCES.md §A3 Golden Age Western Circus	No-conditions cue	skill			This card's cue works with zero requirements, from anywhere.			0
E0672	designdocs	DESIGN_DOC.md §10 Suit-Props (implemented)	Nominal suit subclasses	suit			Each suit is a nominal PipSuit subclass (Hoop/Knife/Ball/Fire/Firework) with no ordinal value, constructed explicitly rather than compared by index.			0
E0673	designdocs	DESIGN_DOC.md §3 Board & Zones	Null cards	type			Null cards take up space on the board and are highlighted when selected so hovering over null space reads clearly.			0
E0674	designdocs	DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Odd couple buff	skill			The thinnest (lowest rank) and heaviest (highest rank) card in a row buff each other.			0
E0675	designdocs	DESIGN_DOC.md §14.4 Rule cards	OG Grabber	rule			Provides the default grab legality: ascending/descending runs, no same-suit stacking.			0
E0676	designdocs	DESIGN_DOC.md §14.4 Rule cards	OG Placer	rule			Provides the default placement legality rule.			0
E0677	designdocs	DESIGN_REFERENCES.md §A11 South America	One-upmanship duel (scissors dance)	unknown			Alternate melds with a rival, each must out-score the last; first to fall short loses everything wagered.			0
E0678	designdocs	DESIGN_DOC.md §5 Scoring v2 (dual-axis, latest)	Only first poker hand scores	rule			Only the first (best) scored poker hand on a row actually scores; later poker hands on the same line are ignored.		braindump	1
E0679	designdocs	DESIGN_DOC.md §4 Stacking & Movement Rules	Only legal stacks liftable	rule			Only legal stacks can be picked up at all, making moving stacks harder as the run progresses.			0
E0680	designdocs	DESIGN_REFERENCES.md §G The Modern Era	Out-of-game ARG secret	unknown			A mystery solvable only through outside research.			0
E0681	designdocs	DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	Outcast Troupe deck	unknown			Cheaper everywhere but banned from rich towns; built from exactly six classes (one per Namsadang art).			0
E0682	designdocs	DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Outlawed cards	type			Cards banned in pious towns (cannot score there) but score double in others; persecution can spawn an underground-shows event chain.			0
E0683	designdocs	DESIGN_DOC.md §15 Map (implemented)	Overscore tax retired	rule			The overscore tax was retired: wins now bank the full score as fame with no separate penalty.			0
E0684	designdocs	DESIGN_DOC.md §15 Map v4 (FTL, latest)	Overscoring ramps requirements	rule			Overscoring ramps up future score requirements, so the player balances declaring a big score (fame wagering) against the risk of missing it.			0
E0685	designdocs	DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Paired giants	skill			Each of a pair gets +mult while both are on the board.			0
E0686	designdocs	DESIGN_REFERENCES.md §A1 The Ancient World	Panem et circenses free show	unknown			Give a free show: zero gold earned, big fame gain, town loyalty increased.			0
E0687	designdocs	DESIGN_REFERENCES.md §C3 Automata & Illusion Technology	Panorama consumable	consumable			Reveals the whole map's silhouette.			0
E0688	designdocs	DESIGN_DOC.md §14.3 Types	Paper	type			Default/basic material with no special effect.			0
E0689	designdocs	DESIGN_RECOMMENDATIONS.md §6 Concessions	Peanut Pitch	skill			Cue (3 charges): add points to any one card, thrown from anywhere.			0
E0690	designdocs	DESIGN_DOC.md §7 Spotlight System	Peek-over presentation	skill			Cards with skills idly move and peek over the card blocking them; blocked active cards shift the row below to show at least their upper art half.			0
E0691	designdocs	DESIGN_REFERENCES.md §C3 Automata & Illusion Technology	Pepper's Ghost	skill			An intangible duplicate of one card appears in the opposite zone; scores as if real but can't be touched or attacked.			0
E0692	designdocs	DESIGN_DOC.md §2 Core Game Loop refinements	Per-act score multiplier	rule			Each act (or only the final act) could carry an increasing score multiplier.			0
E0693	designdocs	DESIGN_REFERENCES.md §G The Modern Era	Per-card personal bests	unknown			Personal bests are recorded on the card itself; beating one's own record fires a fame event.			0
E0694	designdocs	DESIGN_DOC.md §8 Rule Deck (rejected)	Per-level rule deck	rule			Rejected: replacing the rule deck with a per-level deck, since score goals live outside the rule deck and building UI from it is scope creep.			0
E0695	designdocs	DESIGN_DOC.md §10 Suit-Props (implemented)	Per-meld suit firing	suit			A scored card's suit effect fires once per meld membership (once for its row, once for its column); talented (skill-bearing) cards suppress their own suit effect.			0
E0696	designdocs	DESIGN_DOC.md §8 Rule Deck	Per-scenario rule decks	rule			Game rules determine what Next and Submit do; different scenarios swap in different rule decks, and edits during a run are permanent for that run.			0
E0697	designdocs	DESIGN_DOC.md §5 Scoring	Performance Rings (origin)	rule			Every 5 rows scored increases points 'by layer' / turns the row red — the seed idea that became Performance Rings.			0
E0698	designdocs	DESIGN_DOC.md §5 Scoring	Performance Rings	rule			Score zones by board depth: the First Ring (rows 1-5) scores at 1x, rows 6-10 at 2x, rows 11-15 at 3x, and so on, enabling effects keyed to reaching outer rings.			0
E0699	designdocs	DESIGN_RECOMMENDATIONS.md §2.1 Scoring: combo reframe	Performance Rings as depth multiplier	rule			Performance Rings act as multipliers on the column combo specifically, rewarding tall play.			0
E0700	designdocs	DESIGN_DOC.md §12 Tapping / Cues & Charges	Permanent-toggle effect archetype	skill			An effect archetype that, once activated, stays active for the rest of the game and can never be toggled off again.			0
E0701	designdocs	DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	Persistent spin-buff (Sangmo)	rule			A spin-buff persists as long as the combo continues.			0
E0702	designdocs	DESIGN_DOC.md §6 Card Anatomy & Pips	Pip comparator resolver	rule			A pip resolver/comparator class governs all rank/suit comparisons; card mods are asked first (on_compare_ranks/suits) with numeric fallback.			0
E0703	designdocs	DESIGN_DOC.md §6 Card Anatomy & Pips	Pip-registered scoring methods	rule			Each pip class can register its own static scoring methods as defaults for that pip; pip effects are permanently active, unlike skills.			0
E0704	designdocs	DESIGN_DOC.md §8 Rule Deck	Player-editable rule deck	unknown			Metagame idea: the player can modify the ruleset deck during a run by adding or removing default cards.			0
E0705	designdocs	DESIGN_DOC.md §14.1 Skills/Feats	Poker Crown (unnamed)	skill			When scored, this card and the 4 cards above it are scored together as a poker hand.		braindump	2
E0706	designdocs	DESIGN_DOC.md §14.4 Rule cards	Poker Evaluator	rule			Performs best-poker-hand evaluation per line.			0
E0707	designdocs	DESIGN_DOC.md §18 Rarity, Packs & Collection	Power-sort rarity	unknown			Rarity is determined by how far a base effect has been power-climbed into a stronger version of the same idea (e.g. Hippo to Sin of Gluttony).			0
E0708	designdocs	DESIGN_REFERENCES.md §A12 Australia & Oceania	Pre-show challenge dance	rule			Sacrifice a turn to open with an intimidation display that lowers the fame goal.			0
E0709	designdocs	DESIGN_DOC.md §14.1 Skills/Feats	Presentation	skill			Moving cards into ascending order gives multiplier points.		braindump	1
E0710	designdocs	DESIGN_DOC.md §14.1 Skills/Feats	Press Bribery / Memory Wipe	skill			Extra life: on failing a city, keep going as if the player had won; possibly a straight win if held to the end.			0
E0711	designdocs	DESIGN_DOC.md §19 Meta Progression	Prestige meta-shop	unknown			Wins grant prestige currency spent in the Carnival meta-shop on map odds, starting resources, true vision, guaranteed cards/packs, a full unlock reset, or the custom deck editor; spending raises per-show score requirements.			0
E0712	designdocs	DESIGN_DOC.md §11 Class list	Producer / Manager class	unknown			Class mechanical focus: token cards — gold/money cards and basic cards.			0
E0713	designdocs	DESIGN_DOC.md §10 Suit projectiles v1	Projectile hit/miss bonuses	suit			Gain mult for every hoop passing through an animal or acrobat, every knife missing a stuntsman, every ball hitting a juggler or animal; fire buffs cards it passes through.			0
E0714	designdocs	DESIGN_DOC.md §10 Suit projectiles v2 (latest)	Prop-vs-feat suit targeting	suit			Knives reward hitting non-feat (prop) cards, hoops reward hitting feat cards; balls buff feat cards, fire buffs non-feat cards, with balls/fire spreading buffs evenly across the column.			0
E0715	designdocs	DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	Psycho	skill			An Automaton card plays a card from the deck by itself every Next.			0
E0716	designdocs	DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Punch	skill			Beats adjacent cards for points.			0
E0717	designdocs	DESIGN_REFERENCES.md §G The Modern Era	Punk / Minimal unlockable decks	unknown			A Punk deck (rule-breaking commons, no Producer class) and a Minimal deck (pips only) as unlockable philosophies.			0
E0718	designdocs	DESIGN_DOC.md §20 Difficulty, Bosses & Win Cons	Quests (TFT-style)	unknown			Extremely random conditions cause permanent effects, emphasizing unlocking; effects upgrade themselves into better versions when conditions are met.			0
E0719	designdocs	DESIGN_REFERENCES.md §A6 Japan	Quick-change (Hikinuki)	skill			On scoring, swap this card's stamp with any stamp in reserve.			0
E0720	designdocs	DESIGN_RECOMMENDATIONS.md §8 Towns, Bosses & Hazards	Railroad Jump (route hazard)	boss			Traveling a long map edge costs a card from the deck (left behind on the platform).			0
E0721	designdocs	DESIGN_DOC.md §10 Suit-Props (implemented)	Random standard suit roster	suit			The standard random suit roster is [Hoop, Knife, Ball, Fire]; Firework is excluded from random rolls and instead rises up its column, banking column score at the top.			0
E0722	designdocs	DESIGN_DOC.md §14.1 Skills/Feats	Rare (chain)	skill			Doubles the chance of Epic cards appearing.		braindump	1
E0723	designdocs	DESIGN_DOC.md §18 Rarity, Packs & Collection	Rarity visual tiers	unknown			Different rarities get different borders, shines, and possibly holographic effects.			0
E0724	designdocs	DESIGN_DOC.md §11 Skill taxonomy	Removing unwanted cards	unknown			Skill taxonomy category: cards that remove unwanted cards.			0
E0725	designdocs	DESIGN_DOC.md §11 Skill taxonomy	Repositioning	unknown			Skill taxonomy category: cards that reposition cards on the board.			0
E0726	designdocs	DESIGN_DOC.md §12 Tapping / Cues & Charges	Reroll Blessing effect archetype	skill			+1 reroll per game; repeated actions will not repeat the same results for the rest of the game.		designdocs	2
E0727	designdocs	DESIGN_REFERENCES.md §G The Modern Era	Residency mode	unknown			An alternate endless mode where the player stays in one evolving city instead of circling the map.			0
E0728	designdocs	DESIGN_REFERENCES.md §E The Fairground, Midway & Business	Resort towns	boss			Lower goals, better shops, no bosses.			0
E0729	designdocs	DESIGN_DOC.md §14.2 Stamps	Revealing (Eye)	stamp			Card triggers even when hidden/covered.			0
E0730	designdocs	DESIGN_DOC.md §14.1 Skills/Feats	Ringmaster	type			No suit/rank; starts in the Entrance; always grabbable; can be placed anywhere uncovered; survives submission.			0
E0731	designdocs	DESIGN_DOC.md §11 Classes, Groups & Leaders	Ringmaster leader spec	type			No suit or rank; type starts it in the Entrance; stamp lets it always be picked up and placed anywhere uncovered; skill keeps it on board after submission.			0
E0732	designdocs	DESIGN_RECOMMENDATIONS.md §3 Suits & Pips	Roman numeral rank	rank			Cosmetic rank skin; melds identically to a normal rank.			0
E0733	designdocs	DESIGN_REFERENCES.md §A12 Australia & Oceania	Rookie growth cards	skill			Rookie commons with growth conditions that upgrade them over time.			0
E0734	designdocs	DESIGN_RECOMMENDATIONS.md §4 Types (materials)	Rosin	type			Cards placed on it cannot be picked up again, but score +1 per ring depth when scored.			0
