id,name,status,approved_effect,slot,class,family,class_group,variant,was_recommended,answer_state,owner_note,one_line_summary,provenance,option_a,option_b,option_c
Q0203,Earth,unanswered,,type,D5,D - Height — the fourth coordinate,D5 - Position-in-stack rules,,,,,"Whenever this card's stack changes, it automatically sinks to the bottom of that stack, carrying its stamp with it",CARD_CATALOG,"Whenever its stack changes, this card sinks to the bottom of that stack",This card can never be placed on another card; anything played to its cell goes on top of it,At each Entrance refresh this card sinks one position in its stack
Q0204,Gold type,unanswered,,type,D5,D - Height — the fourth coordinate,D5 - Position-in-stack rules,,,,,"Sinks, but not all the way",curated effects pre grid.csv:89,"Sinks toward the bottom of its stack, stopping at other heavy cards, and costs more at shops",Sinks straight to the bottom of its stack regardless of what is there,Sinks one level per turn until it reaches the bottom or meets another heavy card
Q0205,The Surveyor,unanswered,,skill,D5,D - Height — the fourth coordinate,D5 - Position-in-stack rules,,,,,Everything you drop sinks,CARD_CATALOG,"While spotlit, cards you drop resolve to the bottom of the target column instead of the top","While spotlit, cards you drop resolve to whichever end of the target column you choose","While spotlit, cards you drop resolve to the bottom of the target column, and the card displaced scores as it rises"
Q0206,Tunneler card,unanswered,,skill,D5,D - Height — the fourth coordinate,D5 - Position-in-stack rules,,,,,Everything sinks past it,random potential effects.csv:7,A single card placed on this one drops to the bottom of the stack instead,"A single card placed on this one drops to the bottom of the stack, and this card scores its rank","Every card placed on this one drops to the bottom, so the stack builds downward"
Q0207,Distancing card,unanswered,,skill,D6,D - Height — the fourth coordinate,D6 - Active while covered,,,,,Hovers without covering,random potential effects.csv:4,"Hovers above its stack without blocking the card beneath, and cannot be clicked","Hovers above its stack without blocking the card beneath, and counts as occupying an extra row for line purposes","Hovers above its stack without blocking anything, and any card may be placed beneath it freely"
Q0208,Ghost Light,unanswered,,stamp,D6,D - Height — the fourth coordinate,D6 - Active while covered,,,,,This card does not block the Spotlight of cards beneath it; they stay active as if uncovered,CARD_CATALOG,Does not block the spotlight of cards beneath it,"Does not block the spotlight of cards beneath it, and nor does anything else in its column","Does not block the spotlight of cards beneath it, and the card directly beneath also scores when this one does"
Q0209,Kuroko,unanswered,,stamp,D6,D - Height — the fourth coordinate,D6 - Active while covered,,,,,This card does not block Spotlight beneath it and cannot be targeted by boss or town effects,CARD_CATALOG,"Does not block spotlight beneath it, and cannot be targeted by boss or town effects","Does not block spotlight beneath it, and cannot be targeted by any effect at all, including your own","Does not block spotlight beneath it, and the cards beneath it cannot be targeted either"
Q0210,Glass type,unanswered,,type,D6,D - Height — the fourth coordinate,D6 - Active while covered,,,,,"Transparent, and brittle",curated effects pre grid.csv:95,"Cards behind this one stay spotlit through it, but it breaks if a Heavy card passes through","Cards behind this one stay spotlit through it, and it breaks the third time anything passes through","Cards behind this one stay spotlit, and it never breaks, but it cannot score itself"
Q0211,Global,unanswered,,stamp,D6,D - Height — the fourth coordinate,D6 - Active while covered,,,,,"This card's modifiers are active from anywhere: grid, Entrance, deck, or discard",CARD_CATALOG,"This card's modifiers are active from anywhere: grid, Entrance, deck or discard","This card's modifiers are active from the Entrance and the deck, but not from the discard","This card's modifiers are active from anywhere, at half effect when it is not on the grid"
Q0212,Hidden bearers (costaleros),unanswered,,skill,D6,D - Height — the fourth coordinate,D6 - Active while covered,,,,,The ones underneath are carrying it,"DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe",Covered cards beneath a scoring card add their ranks to it,"Covered cards beneath a scoring card add half their ranks to it, rounded down","Covered cards beneath a scoring card add their ranks to it, and each also counts as a trigger for the combo"
Q0213,Humbug,unanswered,,skill,D6,D - Height — the fourth coordinate,D6 - Active while covered,,,,,"While covered, counts as a copy of the most valuable card in its row; when uncovered, is revealed as junk (rank 2, base score only)",CARD_CATALOG,"While covered, counts as a copy of the highest-value card in its row; uncovered it is junk at rank 2","While covered, counts as a copy of the highest-value card in its row; uncovering it destroys it","While covered, counts as a copy of the card covering it; uncovered it is junk at rank 2"
Q0214,Lithograph,unanswered,,type,D6,D - Height — the fourth coordinate,D6 - Active while covered,,,,,While this card sits in the Entrance its skill is active globally; on the grid it has no effect,CARD_CATALOG,"This card's skill is active globally while it is in the Entrance, and does nothing on the grid","This card's skill is active globally from the Entrance, and at half strength on the grid","This card's skill is active from the Entrance or the deck, and does nothing on the grid"
Q0215,Revealing,unanswered,,stamp,D6,D - Height — the fourth coordinate,D6 - Active while covered,,,,,This card's modifiers stay active while covered,CARD_CATALOG,This card's modifiers stay active while it is covered,"This card's modifiers stay active while covered, and it stays visible by pushing the rows below it down","This card's modifiers stay active while covered, at half strength"
Q0216,The Prompter,unanswered,,skill,D6,D - Height — the fourth coordinate,D6 - Active while covered,,,,,Keeps one card in the light,CARD_CATALOG,"While spotlit, choose one card in this card's column; that card's modifiers stay active however it is covered","While spotlit, choose one card anywhere on the grid; its modifiers stay active however it is covered","While spotlit, every card directly beneath this one keeps its modifiers active"
Q0217,The Seed,unanswered,,skill,D6,D - Height — the fourth coordinate,D6 - Active while covered,,,,,Grows while it is buried,DESIGN_REFERENCES.md §A7 India & South Asia,Gains +1 rank every turn it stays covered,"Gains +1 rank every turn it stays covered, and loses it all the moment it is uncovered","Gains +1 rank every turn covered, keeping the gain permanently once it finally scores"
Q0218,The Spirit Cabinet,unanswered,,skill,D6,D - Height — the fourth coordinate,D6 - Active while covered,,,,,Works best buried,CARD_CATALOG,"While fully covered, every card in this card's column triggers as though spotlit","While fully covered, every card in this card's grid triggers as though spotlit","While fully covered, this card's own column triggers as though spotlit, and the effect grows with how deeply it is buried"
Q0219,The Stilt-Walker,unanswered,,skill,D6,D - Height — the fourth coordinate,D6 - Active while covered,,,,,Tall enough to be seen over one card,CARD_CATALOG,"Spotlit even when covered by one card, but not by two","Spotlit even when covered by one card, and the card covering it is spotlit too","Spotlit through any number of covering cards, but its effects work at half strength per card above it"
Q0220,Champion card,unanswered,,skill,D7,D - Height — the fourth coordinate,D7 - Consumption,,,,,Clears its own rank above and below,random potential effects.csv:3,Cards of the same rank directly above or below this one are discarded,"Cards of the same rank anywhere in this card's column are discarded, and this card gains a rank for each","Cards of the same rank adjacent in any direction are discarded, and this card scores their summed rank"
Q0221,Edith's Bayonet,unanswered,,skill,D7,D - Height — the fourth coordinate,D7 - Consumption,,,,,"Cue: permanently destroy one Knives-suit card and add its rank to this card's own, forever",CARD_CATALOG,"Cue: destroy one card of this card's own suit anywhere on the grid and add its rank to this card's, permanently","Cue: destroy the card directly above this one and add its rank to this card's, permanently","Automatically destroys any card of its own suit placed orthogonally adjacent to it, gaining half that card's rank"
Q0222,Gentling,unanswered,,skill,D7,D - Height — the fourth coordinate,D7 - Consumption,,,,,Tame it instead of eating it,DESIGN_REFERENCES.md §A3 Golden Age Western Circus,"Animal cards may be buffed into loyalty rather than consumed, gaining rank without being destroyed",Animal cards may be buffed into loyalty rather than consumed; a loyal card cannot be eaten by anything afterwards,"Any card may be tamed rather than eaten, gaining half the rank the eater would have taken"
